,Ticker,Sector,Sub-Sector,Country,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
34,DE,Industrial Goods , Farm & Construction Machinery , USA,S&P; 500,16.86,8.05,0.20%,342.65M,-6.29%,46.50B,11.72,11.58,-32.95%,323.91M,-1.67%,2.63B,0.60,2.74,80.00%,1.89%,-7.91%,33.46B,1.39,38.80%,0.21%,2.19,-16.89%,32.11,4.23,21.55%,2.80%,180.76,6.70%,12.26,11.07,28.12%,19.30%,112.87 - 175.26,-13.30%,2.76,-,-2.60%,6.50%,-22.57%,0.89,2.03%,-,-3.80%,28.50%,20.23%,3.72,60500,-,29.40%,14.30%,39.78,2.53% 2.54%,Yes,3.99,25.50%,5.50%,0.91,138.65,Yes,2.52,Aug 17 BMO,42.40%,2.80M,135.70,2.10,-3.57%,-5.39%,-9.69%,"2,562,879",-2.13%
35,DLR,Financial , REIT - Office , USA,S&P; 500,125.62,0.97,0.06%,206.94M,-0.06%,25.14B,87.01,1.40,-19.17%,205.75M,4.78%,200.60M,-,0.26,-,2.84%,13.63%,2.84B,8.85,-55.10%,-0.32%,5.00,15.39%,43.17,2.81,6.65%,0.90%,120.78,5.51%,0.09,1428.24,-4.51%,2.20%,96.56 - 127.23,6.65%,4.04,-,-7.70%,2.50%,-4.53%,0.18,3.33%,-,14.00%,64.70%,25.80%,1.71,1436,-,33.40%,16.70%,68.53,1.13% 1.52%,Yes,1.02,-11.80%,7.10%,0.67,121.17,Yes,1.02,Jul 26 AMC,391.60%,1.17M,121.47,2.20,1.53%,6.33%,10.36%,"785,627",0.25%
36,DISH,Services , CATV Systems , USA,S&P; 500,14.34,2.45,0.90%,476.56M,-1.90%,16.76B,15.35,2.29,3.69%,221.21M,10.67%,1.29B,-,0.66,98.90%,7.26%,6.64%,13.99B,1.20,-43.60%,-0.20%,4.73,-21.72%,16.70,2.11,-15.90%,8.40%,53.36,-39.52%,3.26,10.78,-,36.10%,28.80 - 59.90,-26.35%,-,2.34,3.60%,3.80%,-41.29%,1.16,-,0.70,1.80%,28.40%,22.14%,1.29,17000,0.80,-5.00%,12.90%,56.68,3.10% 3.67%,Yes,1.94,871.10%,17.80%,0.82,35.64,Yes,1.94,Aug 03 BMO,0.00%,3.40M,35.17,2.40,7.84%,6.29%,-12.77%,"2,771,513",-1.32%
37,DOV,Industrial Goods , Diversified Machinery , USA,S&P; 500,18.44,4.47,0.70%,150.47M,-0.88%,12.39B,15.35,5.37,-8.76%,143.92M,10.49%,699.00M,1.33,1.29,95.60%,4.33%,6.12%,7.46B,1.66,48.40%,0.69%,4.02,2.34%,18.72,4.40,11.28%,7.40%,84.86,19.84%,1.61,51.03,13.87%,18.70%,67.00 - 88.03,1.02%,1.92,33.99,6.40%,11.40%,-6.45%,1.35,2.33%,0.90,3.40%,37.10%,22.92%,1.49,29000,1.30,3.50%,13.30%,61.41,1.50% 1.96%,Yes,1.15,19.50%,10.00%,0.99,81.78,Yes,1.05,Jul 19 BMO,45.80%,1.55M,82.35,2.60,1.73%,6.44%,4.56%,"1,537,265",0.70%
38,DUK,Utilities , Electric Utilities , USA,S&P; 500,21.46,3.82,0.10%,703.00M,1.78%,57.55B,16.49,4.96,-2.16%,700.49M,1.50%,2.67B,5.20,1.62,59.90%,1.50%,7.67%,24.06B,2.39,13.90%,0.09%,3.00,8.45%,60.47,1.35,5.24%,2.00%,84.50,-5.79%,0.52,157.23,4.13%,6.60%,71.96 - 91.80,-2.68%,3.71,471.70,8.70%,4.70%,-10.83%,0.03,4.53%,0.40,5.60%,69.60%,13.76%,1.10,29060,0.70,1.60%,21.60%,64.31,1.00% 1.33%,Yes,1.32,-27.00%,11.50%,1.05,81.22,Yes,1.17,Aug 02 BMO,89.80%,3.51M,81.86,2.60,1.29%,4.03%,2.33%,"3,683,341",0.79%
39,EMN,Basic Materials , Chemicals - Major Diversified , USA,S&P; 500,12.63,7.66,0.40%,145.02M,-4.65%,14.03B,10.38,9.32,-20.96%,142.23M,-3.90%,1.11B,1.15,2.31,89.40%,2.29%,-10.91%,10.06B,1.40,24.30%,0.16%,3.74,-2.98%,40.15,2.41,8.94%,9.00%,114.33,14.01%,1.33,72.68,10.95%,26.70%,82.40 - 112.45,4.41%,2.24,21.22,19.60%,10.80%,-13.98%,1.13,2.32%,1.00,3.30%,24.50%,17.39%,1.85,14000,1.70,8.40%,15.50%,33.35,1.75% 1.67%,Yes,1.18,19.80%,14.40%,1.04,99.04,Yes,1.06,Jul 26 AMC,21.20%,872.27K,96.73,2.40,-4.23%,-5.40%,-3.59%,"906,758",-2.33%
40,EIX,Utilities , Electric Utilities , USA,S&P; 500,25.23,2.70,0.05%,329.04M,1.28%,22.42B,15.12,4.51,0.00%,325.64M,3.97%,885.00M,7.33,1.26,84.80%,1.93%,10.96%,12.27B,1.83,-20.20%,0.43%,3.39,15.04%,36.13,1.89,10.41%,0.80%,70.13,-14.73%,0.30,226.51,3.44%,3.50%,57.63 - 83.38,7.76%,2.42,160.17,-7.40%,6.40%,-18.27%,0.12,3.55%,0.60,0.80%,59.60%,18.25%,1.08,12521,0.70,-5.10%,10.60%,65.78,1.39% 1.74%,Yes,1.24,-0.10%,3.40%,1.09,66.98,Yes,1.18,Jul 26 AMC,178.60%,1.86M,68.15,2.40,2.45%,6.36%,3.93%,"2,019,856",1.75%
41,ETR,Utilities , Electric Utilities , USA,S&P; 500,17.75,4.74,0.10%,194.27M,1.84%,16.35B,14.04,5.99,-17.78%,194.27M,2.99%,859.30M,-,2.93,90.50%,5.66%,9.32%,11.26B,1.45,265.00%,1.41%,5.83,13.73%,44.13,1.91,-7.80%,0.90%,86.83,8.47%,6.25,13.47,-0.17%,5.00%,71.95 - 87.95,3.38%,3.56,-,2.50%,5.20%,-4.33%,0.46,4.23%,0.50,1.50%,85.50%,16.94%,1.26,13504,0.70,5.20%,11.40%,67.10,1.15% 1.55%,Yes,2.22,61.20%,3.70%,1.24,83.98,Yes,1.96,Aug 01 BMO,151.80%,1.89M,84.14,2.40,2.97%,4.42%,4.95%,"2,339,589",0.19%
42,EFX,Financial , Credit Services , USA,S&P; 500,34.33,3.76,0.50%,119.59M,1.22%,15.43B,20.48,6.30,1.48%,119.43M,2.50%,456.00M,7.72,1.43,92.60%,2.41%,12.72%,3.42B,4.52,9.90%,0.52%,3.04,13.13%,26.79,4.82,7.64%,7.00%,130.50,-9.69%,2.74,47.13,4.45%,15.80%,89.59 - 143.41,9.42%,1.56,36.98,15.30%,10.70%,-10.03%,0.84,1.21%,1.40,10.20%,61.70%,44.02%,1.76,10300,1.40,2.40%,20.00%,60.07,1.28% 1.43%,Yes,0.82,-12.10%,14.80%,0.57,129.52,Yes,0.82,Jul 25 AMC,37.20%,947.93K,129.03,2.30,1.79%,2.29%,8.30%,"538,960",-0.38%
43,EL,Consumer Goods , Personal Products , USA,S&P; 500,33.97,3.93,0.10%,368.12M,0.31%,49.16B,26.70,5.00,-28.52%,221.59M,-6.10%,1.48B,2.19,0.56,92.50%,4.56%,-7.72%,13.28B,3.70,13.10%,-0.22%,5.67,-4.44%,12.81,10.42,12.08%,9.40%,156.38,32.16%,6.86,19.48,15.48%,25.00%,98.16 - 158.80,4.94%,1.52,35.34,9.20%,16.70%,-15.91%,0.61,1.14%,1.40,4.00%,79.20%,36.03%,2.79,46000,1.80,18.00%,15.10%,34.37,2.30% 2.08%,Yes,0.78,23.70%,8.70%,1.09,133.05,Yes,0.71,Aug 20 BMO,46.10%,1.78M,133.53,2.10,-2.20%,-6.84%,-3.55%,"1,939,549",0.36%
44,EXPE,Services , Lodging , USA,S&P; 500,82.31,1.60,4.00%,149.25M,-0.01%,19.66B,21.05,6.26,-0.14%,119.49M,2.26%,257.30M,4.91,3.14,90.00%,8.25%,13.94%,10.67B,1.84,27.60%,0.61%,6.56,31.57%,26.43,4.98,17.02%,1.40%,150.83,-10.44%,30.57,4.31,16.77%,6.30%,98.52 - 154.24,9.96%,1.28,14.99,1.50%,6.40%,-14.61%,1.40,0.97%,0.70,20.10%,82.40%,33.68%,2.75,22615,0.70,11.40%,5.10%,53.17,2.01% 1.93%,Yes,1.07,-98.20%,2.50%,0.93,133.49,Yes,0.94,Jul 26 AMC,67.30%,1.50M,131.70,2.10,0.52%,3.94%,10.48%,"1,390,252",-1.34%
45,XOM,Basic Materials , Major Integrated Oil & Gas , USA,DJIA S&P500;,21.89,3.52,0.09%,4.30B,-4.69%,331.12B,14.16,5.43,0.00%,4.23B,-6.52%,15.01B,1.02,1.28,53.90%,0.73%,-6.19%,252.14B,1.31,72.40%,-0.07%,2.79,0.63%,43.84,1.76,17.87%,6.00%,88.88,-1.41%,0.80,96.54,21.46%,11.20%,72.15 - 89.30,-8.01%,3.28,1799.59,-19.70%,3.20%,-13.84%,0.86,4.26%,0.50,-12.10%,32.70%,6.63%,1.18,69600,0.80,27.50%,6.00%,29.47,1.32% 1.24%,Yes,0.22,17.90%,8.30%,1.46,78.31,Yes,0.11,Jul 27 BMO,63.80%,11.09M,76.94,2.80,-5.15%,-5.70%,-4.71%,"16,249,044",-1.75%
46,FRT,Financial , REIT - Retail , USA,S&P; 500,43.91,2.88,0.40%,73.58M,0.60%,9.30B,38.34,3.30,-23.93%,72.63M,1.96%,209.00M,8.78,0.79,99.30%,3.64%,10.80%,892.20M,10.43,-5.60%,0.24%,6.13,14.07%,28.84,4.38,4.01%,4.40%,134.86,-2.21%,0.76,165.80,5.00%,13.20%,106.41 - 134.52,-4.82%,4.08,-,6.20%,5.90%,-6.03%,0.19,3.23%,-,7.20%,68.10%,18.80%,1.90,311,-,8.10%,37.20%,57.49,1.04% 1.68%,Yes,1.58,-0.30%,30.80%,0.80,125.64,Yes,1.58,Aug 01 AMC,105.50%,430.74K,126.41,2.10,1.33%,1.99%,3.79%,"345,381",0.61%
47,FE,Utilities , Electric Utilities , USA,S&P; 500,-,-4.43,0.20%,482.80M,1.81%,17.69B,14.80,2.48,0.00%,482.80M,1.08%,-1957.00M,-,0.70,95.60%,0.00%,8.85%,12.84B,1.38,73.30%,-0.55%,0.00,14.71%,15.80,2.32,3.17%,-1.80%,36.46,12.08%,0.53,69.12,-6.92%,-11.80%,29.33 - 37.00,19.69%,1.44,5898.21,-32.90%,-2.90%,-0.95%,0.23,3.93%,0.40,-1.70%,75.70%,24.94%,0.58,15617,0.50,3.00%,2.60%,62.65,1.17% 1.54%,Yes,2.55,-56.60%,-5.80%,0.56,36.38,Yes,2.18,Jul 31 AMC,-,3.87M,36.65,2.30,2.61%,3.58%,9.31%,"2,174,961",0.74%
48,FLR,Industrial Goods , Heavy Construction , USA,S&P; 500,23.75,2.33,0.80%,142.28M,-1.97%,7.86B,15.87,3.48,-6.43%,139.87M,14.11%,328.00M,0.55,0.79,94.60%,3.40%,12.12%,19.68B,0.40,-5.00%,1.97%,3.58,-3.75%,21.64,2.55,51.04%,2.70%,57.07,42.87%,12.53,4.41,43.47%,8.00%,37.04 - 62.09,6.91%,0.84,-,-6.90%,6.90%,-11.06%,1.48,1.52%,1.00,-6.70%,3.60%,49.10%,1.25,56706,1.50,3.60%,2.50%,64.96,2.02% 2.20%,Yes,0.54,572.90%,1.30%,0.89,56.28,Yes,0.52,Aug 02 AMC,46.70%,1.33M,55.22,2.60,5.19%,9.42%,4.58%,"1,189,633",-1.88%
49,FTV,Technology , Scientific & Technical Instruments , USA,S&P; 500,25.66,3.11,1.80%,353.88M,-1.35%,28.20B,20.94,3.81,-2.02%,308.23M,2.73%,1.10B,2.04,0.88,85.00%,2.11%,3.79%,7.09B,3.98,10.00%,1.99%,3.75,7.41%,16.11,4.95,9.18%,10.90%,86.33,20.52%,6.69,11.91,12.60%,27.30%,63.97 - 82.63,10.15%,0.28,25.47,4.50%,13.50%,-3.56%,-,0.35%,1.70,2.80%,50.20%,24.57%,1.19,26000,2.00,13.90%,20.40%,49.64,1.27% 1.62%,Yes,0.66,27.30%,16.40%,0.75,79.56,Yes,0.52,Jul 26 AMC,8.40%,1.73M,79.69,2.20,0.04%,1.74%,5.57%,"1,307,767",0.16%
50,GPS,Services , Apparel Stores , USA,S&P; 500,13.55,2.29,5.70%,382.03M,0.52%,11.86B,11.50,2.70,-9.80%,245.93M,3.85%,903.00M,1.12,0.72,61.50%,7.77%,-1.65%,16.20B,0.73,31.80%,-0.48%,3.58,-6.22%,8.22,3.78,5.18%,11.20%,32.95,40.69%,3.60,8.63,12.08%,28.20%,21.84 - 35.68,-8.84%,0.97,117.45,-0.90%,21.30%,-12.98%,0.62,3.12%,1.00,0.30%,38.20%,42.17%,0.92,135000,2.00,10.00%,9.00%,51.31,3.42% 2.86%,Yes,0.39,16.70%,5.40%,1.25,32.70,Yes,0.39,Aug 23 AMC,52.30%,5.33M,31.05,3.00,2.09%,-0.71%,-0.78%,"6,687,125",-5.05%
51,GE,Industrial Goods , Diversified Machinery , USA,S&P; 500,-,-0.42,0.14%,8.88B,-6.36%,108.53B,11.97,1.02,1.58%,8.68B,-10.74%,-3635.00M,-,0.22,55.90%,1.29%,-18.70%,122.48B,0.89,-130.00%,0.17%,1.74,-17.99%,6.34,1.93,8.04%,-2.40%,17.11,-51.39%,3.12,3.92,6.17%,-14.20%,12.32 - 25.32,-29.97%,0.48,-,-17.30%,-0.90%,-51.74%,1.00,3.93%,-,-3.50%,22.10%,-0.81%,0.26,313000,-,3.50%,-7.10%,29.98,2.21% 2.03%,Yes,2.10,-25.80%,-7.00%,1.00,12.35,Yes,1.84,Jul 20 BMO,-,64.61M,12.22,2.80,-6.79%,-8.87%,-20.13%,"64,668,119",-1.05%
52,GPC,Services ," Specialty Retail, Other ", USA,S&P; 500,20.03,4.90,0.10%,148.70M,-1.24%,14.59B,16.59,5.91,-0.34%,142.61M,4.16%,721.20M,1.59,1.48,76.00%,2.67%,6.11%,17.71B,0.82,-1.50%,-0.04%,4.97,-0.86%,23.93,4.10,4.71%,5.70%,98.43,21.89%,2.39,41.08,12.60%,19.40%,79.86 - 107.75,3.25%,2.88,41.17,1.80%,10.10%,-8.96%,1.20,2.94%,0.70,4.60%,30.90%,22.84%,1.46,48000,1.30,17.60%,5.80%,55.69,1.31% 1.51%,Yes,0.90,19.80%,3.80%,0.59,98.27,Yes,0.71,Jul 19 BMO,60.10%,766.55K,98.10,3.00,0.42%,3.32%,5.06%,"448,463",-0.17%
53,GT,Consumer Goods , Rubber & Plastics , USA,S&P; 500,10.23,2.29,0.33%,241.21M,-5.42%,5.64B,6.51,3.59,0.00%,236.24M,6.23%,560.00M,1.58,0.77,95.80%,6.56%,-11.48%,15.66B,0.36,-46.30%,-0.55%,5.08,-20.99%,19.40,1.20,21.76%,1.50%,28.83,-22.87%,4.04,5.78,6.49%,5.60%,20.75 - 36.07,-27.67%,0.56,18.42,28.00%,9.30%,-35.21%,1.77,2.40%,0.80,-6.00%,22.80%,12.60%,0.72,64000,1.40,4.20%,6.60%,44.80,2.29% 3.39%,Yes,1.37,5.50%,1.70%,0.92,23.56,Yes,1.23,Jul 27 BMO,47.70%,3.05M,23.37,2.20,0.13%,-2.08%,-16.84%,"2,811,602",-0.81%
54,HOG,Consumer Goods , Recreational Vehicles , USA,S&P; 500,12.63,3.25,0.56%,168.01M,-6.09%,6.89B,11.56,3.55,-3.92%,165.38M,-3.87%,546.70M,1.21,0.45,94.40%,9.32%,-3.12%,5.64B,1.22,-13.30%,-4.10%,7.08,-14.48%,12.98,3.16,6.81%,4.80%,47.58,-14.01%,-,-,10.43%,25.10%,39.34 - 56.50,-19.42%,1.48,9.44,4.10%,6.80%,-27.43%,0.98,3.61%,1.20,0.20%,38.20%,4.22%,1.06,5200,1.40,-2.90%,13.50%,35.22,2.30% 2.68%,Yes,3.30,-1.80%,8.80%,0.97,41.60,Yes,2.25,Jul 24 BMO,49.90%,2.18M,41.00,2.60,-5.02%,-5.01%,-9.96%,"2,122,882",-1.44%
55,HCA,Healthcare , Hospitals , USA,S&P; 500,14.78,8.77,0.90%,346.42M,1.03%,44.91B,13.02,9.95,-10.58%,273.29M,19.57%,3.17B,1.11,1.90,76.00%,1.50%,25.95%,45.21B,0.99,-7.40%,0.81%,2.38,29.75%,-17.18,-,7.94%,7.80%,130.65,63.57%,2.51,51.74,13.32%,-44.40%,71.18 - 131.10,47.58%,1.40,21.62,14.10%,17.80%,-1.12%,0.52,1.08%,1.10,5.70%,83.30%,82.12%,2.27,253000,1.40,7.40%,13.70%,78.22,1.21% 2.12%,Yes,-,31.90%,6.30%,1.00,130.01,Yes,-,Jul 25 BMO,8.60%,1.73M,129.63,2.10,6.46%,15.75%,32.43%,"1,724,419",-0.29%
56,HES,Basic Materials , Independent Oil & Gas , USA,S&P; 500,-,-11.45,0.90%,307.43M,-6.72%,18.91B,84.71,0.73,-3.17%,245.04M,-3.09%,-3583.00M,-,-0.02,95.80%,6.30%,-3.32%,5.93B,3.19,34.20%,-2.52%,4.63,35.55%,33.52,1.83,238.50%,-15.40%,70.30,51.11%,9.46,6.50,-,-32.00%,37.25 - 71.14,29.56%,1.00,-,-35.20%,-19.60%,-13.55%,1.44,1.63%,2.30,-15.00%,70.90%,65.10%,1.84,2075,2.40,29.60%,-77.20%,38.81,2.66% 2.55%,Yes,0.65,67.40%,-60.40%,1.43,63.92,Yes,0.64,Jul 25 BMO,-,3.33M,61.50,2.60,-5.22%,-4.36%,13.54%,"4,760,169",-3.79%
57,HD,Services , Home Improvement Stores , USA,DJIA S&P500;,24.14,8.04,0.10%,1.16B,-2.04%,225.74B,19.01,10.20,-17.66%,1.15B,-3.54%,9.42B,1.59,2.84,71.10%,0.62%,4.08%,101.96B,2.21,18.30%,-0.42%,1.74,5.04%,1.46,132.87,7.99%,19.80%,212.01,29.18%,3.09,62.72,15.18%,390.60%,146.89 - 207.60,2.35%,4.12,44.08,20.50%,35.20%,-6.56%,1.12,2.12%,0.40,6.20%,34.10%,32.06%,2.34,413000,1.20,4.40%,14.40%,35.56,1.59% 1.17%,Yes,15.29,24.10%,8.80%,1.48,193.10,Yes,14.37,Aug 14 BMO,47.80%,4.08M,193.99,1.90,-2.09%,-1.85%,4.11%,"6,040,080",0.46%
58,HPQ,Technology , Diversified Computer Systems , USA,S&P; 500,18.82,1.28,0.18%,1.62B,-0.46%,38.94B,11.25,2.14,-18.35%,1.58B,1.87%,2.15B,1.99,0.51,84.30%,1.24%,8.10%,55.51B,0.70,-3.00%,-0.29%,2.61,12.87%,-1.14,-,6.75%,13.20%,26.00,26.21%,3.29,7.31,9.46%,-140.90%,18.36 - 24.75,14.37%,0.56,12.43,17.40%,62.80%,-2.91%,1.60,2.33%,0.60,-15.40%,18.40%,30.88%,0.38,49000,0.80,13.10%,6.60%,57.79,1.13% 1.51%,Yes,-,-107.80%,7.80%,0.81,24.15,Yes,-,Aug 23 AMC,20.70%,7.53M,24.03,2.10,2.41%,2.69%,7.56%,"6,086,721",-0.50%
59,IDXX,Healthcare , Diagnostic Substances , USA,S&P; 500,63.57,3.80,1.40%,87.83M,-1.89%,21.22B,49.75,4.86,-2.30%,85.32M,0.74%,337.90M,2.82,0.97,90.50%,1.68%,21.14%,2.12B,10.02,34.40%,0.28%,3.14,35.52%,-0.47,-,16.20%,19.30%,256.83,56.18%,1.99,121.52,22.56%,-635.70%,146.09 - 252.49,54.48%,-,71.68,15.70%,29.60%,-4.32%,0.65,-,0.70,8.80%,55.80%,65.36%,5.40,7600,1.00,14.10%,21.60%,51.40,1.93% 2.45%,Yes,-,29.20%,14.50%,0.56,243.37,Yes,-,Aug 01 BMO,0.00%,455.22K,241.57,1.90,-0.92%,4.00%,24.73%,"254,054",-0.74%
60,INCY,Healthcare , Biotechnology , USA,S&P; 500,-,-0.49,0.30%,212.21M,5.12%,14.19B,30.83,2.17,-11.10%,211.81M,-4.78%,-102.30M,-,0.39,97.50%,2.37%,-0.22%,1.73B,8.20,-385.10%,1.02%,2.92,-24.16%,8.17,8.18,95.23%,-4.40%,84.31,-47.08%,5.65,11.84,31.09%,-6.10%,60.22 - 140.11,-29.39%,-,-,-35.00%,-14.80%,-52.27%,1.09,-,4.30,38.90%,95.60%,11.03%,1.86,1208,4.30,59.80%,-5.90%,49.19,2.93% 2.79%,Yes,0.01,500.20%,-5.90%,1.08,66.45,Yes,0.01,Jul 31 BMO,-,1.72M,66.87,2.20,0.33%,-2.79%,-18.42%,"1,851,752",0.63%
61,IBM,Technology , Information Technology Services , USA,DJIA S&P500;,11.77,12.23,0.11%,933.28M,-2.03%,134.31B,10.24,14.05,-2.81%,917.01M,0.29%,11.32B,12.26,3.42,58.60%,1.85%,-0.50%,80.77B,1.66,-3.30%,-0.04%,4.03,-7.01%,20.24,7.11,1.76%,4.70%,165.11,1.30%,12.55,11.47,0.96%,31.10%,137.45 - 171.13,-6.20%,6.28,16.47,-4.00%,17.40%,-15.91%,0.86,4.36%,1.30,-5.10%,45.90%,4.70%,1.98,366600,1.30,3.70%,14.20%,46.40,0.99% 1.29%,Yes,2.46,4.70%,7.10%,1.00,143.36,Yes,2.04,Jul 18 AMC,97.20%,4.22M,143.91,2.60,-1.11%,-0.17%,-4.67%,"4,237,704",0.38%
62,INTU,Technology , Application Software , USA,S&P; 500,44.62,4.70,0.10%,255.41M,-0.27%,53.50B,32.18,6.51,-85.48%,244.56M,-3.24%,1.23B,2.18,0.23,89.80%,1.08%,10.01%,5.82B,9.20,22.30%,-0.56%,1.97,27.80%,9.20,22.77,17.70%,25.20%,202.00,52.38%,7.58,27.63,20.45%,78.10%,133.60 - 219.46,32.76%,1.56,40.62,8.20%,54.20%,-4.55%,1.19,0.74%,1.10,6.30%,84.00%,56.79%,3.53,8200,1.10,15.10%,27.00%,48.46,1.59% 1.77%,Yes,0.19,24.00%,20.40%,0.71,210.69,Yes,0.17,Aug 23 AMC,31.60%,1.35M,209.47,2.30,-0.74%,0.16%,16.69%,"952,128",-0.58%
63,IQV,Healthcare , Medical Laboratories & Research , USA,S&P; 500,82.22,1.46,1.30%,203.98M,-1.46%,24.52B,19.18,6.27,-,169.68M,10.28%,313.00M,5.20,1.39,91.10%,2.64%,21.25%,10.17B,2.41,97.10%,-4.32%,2.73,14.83%,35.80,3.36,13.90%,5.70%,129.38,31.32%,4.55,26.42,15.81%,16.70%,89.76 - 125.35,22.78%,-,31.72,-0.20%,3.90%,-4.11%,0.70,-,1.10,14.90%,35.70%,33.91%,2.06,55000,1.10,9.00%,7.20%,59.09,1.35% 1.90%,Yes,1.46,3.80%,12.70%,0.68,121.20,Yes,1.44,Jul 24 BMO,0.00%,1.64M,120.20,1.90,0.47%,9.41%,16.53%,"1,110,938",-0.83%
64,SJM,Consumer Goods , Processed & Packaged Goods , USA,S&P; 500,22.48,5.01,1.30%,114.64M,0.61%,12.91B,13.00,8.66,-1.02%,108.40M,1.44%,566.00M,5.00,1.80,82.40%,9.26%,0.49%,7.36B,1.75,-1.80%,0.20%,7.19,-6.96%,69.83,1.61,2.33%,8.60%,107.31,-8.40%,1.81,62.23,4.50%,18.00%,96.13 - 133.38,-9.38%,3.40,23.65,0.00%,5.90%,-15.59%,0.54,3.02%,0.70,4.50%,38.60%,17.12%,2.47,7000,1.50,-0.10%,14.10%,57.14,1.64% 2.25%,Yes,0.61,70.80%,18.10%,0.73,111.44,Yes,0.59,Aug 21 BMO,26.20%,1.40M,112.59,3.00,1.60%,3.62%,-3.10%,"1,026,098",1.03%
65,JNPR,Technology , Communication Equipment , USA,S&P; 500,21.63,1.24,0.20%,349.00M,0.34%,9.37B,13.19,2.04,-11.72%,348.74M,-3.90%,458.00M,1.60,0.44,97.30%,5.68%,-0.07%,4.78B,1.96,1.40%,2.01%,3.85,2.56%,12.66,2.12,15.23%,1.80%,26.79,-2.51%,8.95,3.00,13.55%,3.60%,23.61 - 29.95,-5.82%,0.72,19.05,34.30%,9.30%,-10.38%,0.84,2.68%,2.20,2.90%,59.40%,13.68%,0.48,9381,2.30,-8.00%,13.60%,46.90,1.11% 1.63%,Yes,0.48,-28.90%,3.50%,0.53,26.90,Yes,0.40,Jul 26 AMC,119.30%,5.14M,26.84,2.90,-0.85%,-1.81%,0.66%,"2,734,183",-0.22%
66,KMB,Consumer Goods , Personal Products , USA,S&P; 500,23.65,4.92,0.10%,354.11M,3.86%,41.24B,16.69,6.98,-0.69%,346.38M,9.38%,1.74B,4.19,1.65,78.20%,5.30%,11.03%,18.56B,2.22,3.30%,1.06%,7.67,3.31%,-0.16,-,4.45%,11.50%,105.56,-4.72%,1.37,85.21,5.65%,603.50%,97.10 - 124.15,-3.48%,4.00,47.13,9.60%,30.20%,-6.19%,0.72,3.43%,0.50,-1.30%,32.50%,19.94%,2.45,42000,0.80,0.60%,13.90%,67.55,2.31% 2.29%,Yes,-,-12.70%,9.30%,2.51,111.13,Yes,-,Jul 24 BMO,79.20%,2.39M,116.46,3.20,5.94%,9.70%,5.40%,"6,014,172",4.80%
67,KSS,Services , Department Stores , USA,S&P; 500,17.03,4.37,1.00%,165.00M,-0.04%,12.27B,13.17,5.65,-17.77%,164.80M,4.88%,732.00M,1.74,1.64,-,16.13%,15.48%,19.46B,0.63,38.50%,0.34%,7.42,15.21%,32.46,2.29,4.90%,6.50%,76.24,95.10%,4.98,14.93,9.80%,16.70%,36.50 - 79.92,37.17%,2.44,11.49,0.70%,10.30%,-6.92%,1.28,3.28%,0.40,-0.20%,37.20%,103.81%,2.23,33000,1.80,3.50%,7.20%,51.40,3.30% 2.88%,Yes,0.74,16.40%,4.50%,1.53,78.93,Yes,0.72,Aug 21 BMO,43.00%,3.58M,74.39,2.50,0.82%,0.90%,19.37%,"5,483,253",-5.75%
68,LLL,Industrial Goods , Aerospace/Defense Products & Services , USA,S&P; 500,24.37,8.54,0.70%,79.16M,-1.97%,16.47B,18.17,11.45,-46.29%,77.88M,2.50%,680.00M,1.54,2.40,82.10%,3.18%,7.62%,9.13B,1.81,7.80%,-0.94%,3.99,-0.43%,69.44,3.00,14.27%,6.90%,244.08,14.71%,17.26,12.06,15.80%,17.10%,177.50 - 218.71,5.19%,3.20,29.68,1.10%,10.00%,-4.84%,1.24,1.54%,1.50,-6.10%,19.30%,17.24%,3.53,31000,1.80,8.30%,10.70%,52.49,1.37% 1.95%,Yes,0.72,-2.50%,9.70%,0.66,209.86,Yes,0.61,Jul 26 BMO,27.30%,621.06K,208.11,1.90,-0.03%,3.21%,3.59%,"408,533",-0.83%
